Aou,Seq,EnglishAbbrev,FrenchName,SpanishName,Code,EnglishFull,EnglishNoSpaces,Genus,Species,SpFamilyID,date_creat,ed,who_created,date_updat,ed,who_updated,Comm,ents
12910,3040,Grn-front Hummingbird,NULL,Amazilia viridifrons,GFHU,Green-fronted Hummingbird,GreenfrontedHummingbird,Amazilia,viridifrons,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
12920,3044,Stripe-tail Hummingbird,NULL,Eupherusa eximia,STLH,Stripe-tailed Hummingbird,StripetailedHummingbird,Eupherusa,eximia,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
12930,3048,Blue-capped Hummingbird,NULL,Eupherusa cyanophrys,BCAH,Blue-capped Hummingbird,BluecappedHummingbird,Eupherusa,cyanophrys,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
12940,3052,White-tld Hummingbird,NULL,Eupherusa poliocerca,WTAH,White-tailed Hummingbird,WhitetailedHummingbird,Eupherusa,poliocerca,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13010,3056,Grn-throat Mntain-gem,NULL,Lampornis viridipallens,GTMG,Green-throated Mountain-gem,GreenthroatedMountaingem,Lampornis,viridipallens,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13030,3060,Ameth-thrtd Hummingbird,NULL,Lampornis amethystinus,ATHU,Amethyst-throated Hummingbird,AmethystthroatedHummingbird,Lampornis,amethystinus,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13070,3068,Garnet-thrt Hummingbird,NULL,Lamprolaima rhami,GATH,Garnet-throated Hummingbird,GarnetthroatedHummingbird,Lamprolaima,rhami,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13100,3076,Purple-crowned Fairy,NULL,Heliothryx barroti,PCFA,Purple-crowned Fairy,PurplecrownedFairy,Heliothryx,barroti,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13110,3080,Long-billed Starthroat,NULL,Heliomaster longirostris,LBST,Long-billed Starthroat,LongbilledStarthroat,Heliomaster,longirostris,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13130,3092,Slender Sheartail,NULL,Doricha enicura,SLSH,Slender Sheartail,SlenderSheartail,Doricha,enicura,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13140,3096,Mexican Sheartail,NULL,Doricha eliza,MESH,Mexican Sheartail,MexicanSheartail,Doricha,eliza,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13150,3100,Sparkl-tail Hummingbird,NULL,Tilmatura dupontii,SPTH,Sparkling-tailed Hummingbird,SparklingtailedHummingbird,Tilmatura,dupontii,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13160,3108,Beautiful Hummingbird,NULL,Calothorax pulcher,BEAH,Beautiful Hummingbird,BeautifulHummingbird,Calothorax,pulcher,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13190,3136,Wine-thrtd Hummingbird,NULL,Atthis ellioti,WTHH,Wine-throated Hummingbird,WinethroatedHummingbird,Atthis,ellioti,3,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13260,3156,Black-headed Trogon,NULL,Trogon melanocephalus,BHTR,Black-headed Trogon,BlackheadedTrogon,Trogon,melanocephalus,104,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13270,3160,Citreoline Trogon,NULL,Trogon citreolus,CITR,Citreoline Trogon,CitreolineTrogon,Trogon,citreolus,104,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13300,3164,Violaceous Trogon,NULL,Trogon violaceus,VITR,Violaceous Trogon,ViolaceousTrogon,Trogon,violaceus,104,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13310,3168,Mountain Trogon,NULL,Trogon mexicanus,MOTR,Mountain Trogon,MountainTrogon,Trogon,mexicanus,104,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13360,3176,Slaty-tailed Trogon,NULL,Trogon massena,STTR,Slaty-tailed Trogon,SlatytailedTrogon,Trogon,massena,104,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13390,3184,Resplendent Quetzal,NULL,Pharomachrus mocinno,REQU,Resplendent Quetzal,ResplendentQuetzal,Pharomachrus,mocinno,104,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13440,3196,Puerto Rican Tody,NULL,Todus mexicanus,PRTO,Puerto Rican Tody,PuertoRicanTody,Todus,mexicanus,24,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13450,3200,Tody Motmot,NULL,Hylomanes momotula,TOMO,Tody Motmot,TodyMotmot,Hylomanes,momotula,23,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13460,3204,Blue-throated Motmot,NULL,Aspatha gularis,BTMO,Blue-throated Motmot,BluethroatedMotmot,Aspatha,gularis,23,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13470,3212,Blue-crowned Motmot,NULL,Momotus momota,BCMO,Blue-crowned Motmot,BluecrownedMotmot,Momotus,momota,23,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13480,3208,Russet-crowned Motmot,NULL,Momotus mexicanus,RCMO,Russet-crowned Motmot,RussetcrownedMotmot,Momotus,mexicanus,23,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13520,3216,Turquoise-browed Motmot,NULL,Eumomota superciliosa,TBMO,Turquoise-browed Motmot,TurquoisebrowedMotmot,Eumomota,superciliosa,23,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13530,3236,Amazon Kingfisher,NULL,Chloroceryle amazona,AMKI,Amazon Kingfisher,AmazonKingfisher,Chloroceryle,amazona,22,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13550,3244,Amer Pygmy Kingfisher,NULL,Chloroceryle aenea,APKI,American Pygmy Kingfisher,AmericanPygmyKingfisher,Chloroceryle,aenea,22,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13570,3248,White-necked Puffbird,NULL,Notharchus macrorhynchos,WNPU,White-necked Puffbird,WhiteneckedPuffbird,Notharchus,macrorhynchos,92,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13600,3252,Wh-whiskered Puffbird,NULL,Malacoptila panamensis,WWPU,White-whiskered Puffbird,WhitewhiskeredPuffbird,Malacoptila,panamensis,92,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13650,3256,Rufous-tailed Jacamar,NULL,Galbula ruficauda,RTJA,Rufous-tailed Jacamar,RufoustailedJacamar,Galbula,ruficauda,93,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13700,3260,Emerald Toucanet,NULL,Aulacorhynchus prasinus,EMTO,Emerald Toucanet,EmeraldToucanet,Aulacorhynchus,prasinus,95,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13710,3264,Collared Aracari,NULL,Pteroglossus torquatus,COAR,Collared Aracari,CollaredAracari,Pteroglossus,torquatus,95,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13740,3268,Keel-billed Toucan,NULL,Ramphastos sulfuratus,KBTO,Keel-billed Toucan,KeelbilledToucan,Ramphastos,sulfuratus,95,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13790,3280,PR Woodpecker,NULL,Melanerpes portoricensis,PRWO,Puerto Rican Woodpecker,PuertoRicanWoodpecker,Melanerpes,portoricensis,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13810,3292,Blk-cheek Woodpecker,NULL,Melanerpes pucherani,BCWO,Black-cheeked Woodpecker,BlackcheekedWoodpecker,Melanerpes,pucherani,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13840,3296,Golden-cheek Woodpecker,NULL,Melanerpes chrysogenys,GCHW,Golden-cheeked Woodpecker,GoldencheekedWoodpecker,Melanerpes,chrysogenys,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13850,3300,Gray-breast Woodpecker,NULL,Melanerpes hypopolius,GBWO,Gray-breasted Woodpecker,GraybreastedWoodpecker,Melanerpes,hypopolius,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13860,3304,Yucatan Woodpecker,NULL,Melanerpes pygmaeus,YUWO,Yucatan Woodpecker,YucatanWoodpecker,Melanerpes,pygmaeus,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13910,3388,Smoky-brown Woodpecker,NULL,Veniliornis fumigatus,SMBW,Smoky-brown Woodpecker,SmokybrownWoodpecker,Veniliornis,fumigatus,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13950,3392,Golden-olive Woodpecker,NULL,Piculus rubiginosus,GOWO,Golden-olive Woodpecker,GoldenoliveWoodpecker,Piculus,rubiginosus,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
13960,3396,Gray-crowned Woodpecker,NULL,Piculus auricularis,GYCW,Gray-crowned Woodpecker,GraycrownedWoodpecker,Piculus,auricularis,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14000,3420,Chestn-color Woodpecker,NULL,Celeus castaneus,CCOW,Chestnut-colored Woodpecker,ChestnutcoloredWoodpecker,Celeus,castaneus,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14010,3424,Lineated Woodpecker,NULL,Dryocopus lineatus,LIWO,Lineated Woodpecker,LineatedWoodpecker,Dryocopus,lineatus,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14035,3468,unid Woodcreeper,NULL,Dendrocolaptid sp,UNWC,unid. Woodcreeper,unid.Woodcreeper,Dendrocolaptid,sp,46,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14040,3432,Pale-bill Woodpecker,NULL,Campephilus guatemalensis,PBIW,Pale-billed Woodpecker,PalebilledWoodpecker,Campephilus,guatemalensis,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14050,3436,Imperial Woodpecker,NULL,Campephilus imperialis,IMWO,Imperial Woodpecker,ImperialWoodpecker,Campephilus,imperialis,94,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14080,3440,Ruf-breast Spinetail,NULL,Synallaxis erythrothorax,RBSP,Rufous-breasted Spinetail,RufousbreastedSpinetail,Synallaxis,erythrothorax,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14180,3444,Scal-thrt Foliage-glean,NULL,Anabacerthia variegaticeps,STFG,Scaly-throated Foliage-gleaner,ScalythroatedFoliagegleaner,Anabacerthia,variegaticeps,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14210,3448,Buff-thrt Foliage-glean,NULL,Automolus ochrolaemus,BTFG,Buff-throated Foliage-gleaner,BuffthroatedFoliagegleaner,Automolus,ochrolaemus,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14220,3452,Ruddy Foliage-gleaner,NULL,Automolus rubiginosus,RUFG,Ruddy Foliage-gleaner,RuddyFoliagegleaner,Automolus,rubiginosus,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14240,3464,Plain Xenops,NULL,Xenops minutus,PLXE,Plain Xenops,PlainXenops,Xenops,minutus,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14260,3456,Tawny-thrt Leaftosser,NULL,Sclerurus mexicanus,TTLE,Tawny-throated Leaftosser,TawnythroatedLeaftosser,Sclerurus,mexicanus,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14280,3460,Scaly-thrt Leaftosser,NULL,Sclerurus guatemalensis,STLE,Scaly-throated Leaftosser,ScalythroatedLeaftosser,Sclerurus,guatemalensis,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14310,3472,Tawny-wing Woodcreeper,NULL,Dendrocincla anabatina,TWWO,Tawny-winged Woodcreeper,TawnywingedWoodcreeper,Dendrocincla,anabatina,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14320,3476,Ruddy Woodcreeper,NULL,Dendrocincla homochroa,RUWO,Ruddy Woodcreeper,RuddyWoodcreeper,Dendrocincla,homochroa,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14330,3480,Olivaceous Woodcreeper,NULL,Sittasomus griseicapillus,OLWO,Olivaceous Woodcreeper,OlivaceousWoodcreeper,Sittasomus,griseicapillus,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14350,3484,Wedge-bill Woodcreeper,NULL,Glyphorynchus spirurus,WBWO,Wedge-billed Woodcreeper,WedgebilledWoodcreeper,Glyphorynchus,spirurus,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14360,3488,Strong-bill Woodcreeper,NULL,Xiphocolaptes promeropirhynchus,SNBW,Strong-billed Woodcreeper,StrongbilledWoodcreeper,Xiphocolaptes,promeropirhynchus,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14370,3492,N Barred-Woodcreeper,NULL,Dendrocolaptes sanctithomae,NOBW,Northern Barred-Woodcreeper,NorthernBarredWoodcreeper,Dendrocolaptes,sanctithomae,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14380,3496,Blk-banded Woodcreeper,NULL,Dendrocolaptes picumnus,BBNW,Black-banded Woodcreeper,BlackbandedWoodcreeper,Dendrocolaptes,picumnus,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14410,3500,Ivory-bill Woodcreeper,NULL,Xiphorhynchus flavigaster,IBIW,Ivory-billed Woodcreeper,IvorybilledWoodcreeper,Xiphorhynchus,flavigaster,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14430,3504,Spotted Woodcreeper,NULL,Xiphorhynchus erythropygius,SPWO,Spotted Woodcreeper,SpottedWoodcreeper,Xiphorhynchus,erythropygius,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14440,3508,Wh-stripe Woodcreeper,NULL,Lepidocolaptes leucogaster,WSWO,White-striped Woodcreeper,WhitestripedWoodcreeper,Lepidocolaptes,leucogaster,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14450,3512,Strk-head Woodcreeper,NULL,Lepidocolaptes souleyetii,SHWO,Streak-headed Woodcreeper,StreakheadedWoodcreeper,Lepidocolaptes,souleyetii,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14460,3516,Spot-crwnd Woodcreeper,NULL,Lepidocolaptes affinis,SCRW,Spot-crowned Woodcreeper,SpotcrownedWoodcreeper,Lepidocolaptes,affinis,52,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14500,3520,Great Antshrike,NULL,Taraba major,GANT,Great Antshrike,GreatAntshrike,Taraba,major,77,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14510,3524,Barred Antshrike,NULL,Thamnophilus doliatus,BAAN,Barred Antshrike,BarredAntshrike,Thamnophilus,doliatus,77,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14560,3528,Russet Antshrike,NULL,Thamnistes anabatinus,RUAN,Russet Antshrike,RussetAntshrike,Thamnistes,anabatinus,77,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14570,3532,Plain Antvireo,NULL,Dysithamnus mentalis,PLAN,Plain Antvireo,PlainAntvireo,Dysithamnus,mentalis,77,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14640,3536,Slaty Antwren,NULL,Myrmotherula schisticolor,SLAN,Slaty Antwren,SlatyAntwren,Myrmotherula,schisticolor,77,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14660,3540,Dot-winged Antwren,NULL,Microrhopias quixensis,DWAN,Dot-winged Antwren,DotwingedAntwren,Microrhopias,quixensis,77,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14690,3544,Dusky Antbird,NULL,Cercomacra tyrannina,DUAN,Dusky Antbird,DuskyAntbird,Cercomacra,tyrannina,77,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14800,3548,Black-faced Antthrush,NULL,Formicarius analis,BFAN,Black-faced Antthrush,BlackfacedAntthrush,Formicarius,analis,50,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14840,3552,Scaled Antpitta,NULL,Grallaria guatimalensis,SCAA,Scaled Antpitta,ScaledAntpitta,Grallaria,guatimalensis,50,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14930,3584,Paltry Tyrannulet,NULL,Zimmerius vilissimus,PATY,Paltry Tyrannulet,PaltryTyrannulet,Zimmerius,vilissimus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
14940,3556,Yel-bellied Tyrannulet,NULL,Ornithion semiflavum,YBTY,Yellow-bellied Tyrannulet,YellowbelliedTyrannulet,Ornithion,semiflavum,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15030,3564,Greenish Elaenia,NULL,Myiopagis viridicata,GREL,Greenish Elaenia,GreenishElaenia,Myiopagis,viridicata,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15040,3568,Caribbean Elaenia,NULL,Elaenia martinica,CAEL,Caribbean Elaenia,CaribbeanElaenia,Elaenia,martinica,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15050,3572,Yellow-bellied Elaenia,NULL,Elaenia flavogaster,YBEL,Yellow-bellied Elaenia,YellowbelliedElaenia,Elaenia,flavogaster,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15110,3576,Ochre-bell Flycatcher,NULL,Mionectes oleagineus,OBFL,Ochre-bellied Flycatcher,OchrebelliedFlycatcher,Mionectes,oleagineus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15120,3580,Sepia-capped Flycatcher,NULL,Leptopogon amaurocephalus,SECF,Sepia-capped Flycatcher,SepiacappedFlycatcher,Leptopogon,amaurocephalus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15210,3588,Northern Bentbill,NULL,Oncostoma cinereigulare,NOBE,Northern Bentbill,NorthernBentbill,Oncostoma,cinereigulare,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15230,3592,Slate-head Tody-Flyc,NULL,Poecilotriccus sylvia,SHTF,Slate-headed Tody-Flycatcher,SlateheadedTodyFlycatcher,Poecilotriccus,sylvia,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15240,3596,Common Tody-Flycatcher,NULL,Todirostrum cinereum,COTF,Common Tody-Flycatcher,CommonTodyFlycatcher,Todirostrum,cinereum,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15270,3600,Eye-ringed Flatbill,NULL,Rhynchocyclus brevirostris,ERFL,Eye-ringed Flatbill,EyeringedFlatbill,Rhynchocyclus,brevirostris,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15290,3604,Yellow-olive Flycatcher,NULL,Tolmomyias sulphurescens,YOFL,Yellow-olive Flycatcher,YellowoliveFlycatcher,Tolmomyias,sulphurescens,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15310,3608,Stub-tailed Spadebill,NULL,Platyrinchus cancrominus,STTS,Stub-tailed Spadebill,StubtailedSpadebill,Platyrinchus,cancrominus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15340,3612,Royal Flycatcher,NULL,Onychorhynchus coronatus,ROFL,Royal Flycatcher,RoyalFlycatcher,Onychorhynchus,coronatus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15350,3616,Ruddy-tailed Flycatcher,NULL,Terenotriccus erythrurus,RDFL,Ruddy-tailed Flycatcher,RuddytailedFlycatcher,Terenotriccus,erythrurus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15370,3620,Sulphur-rmpd Flycatcher,NULL,Myiobius sulphureipygius,SRFL,Sulphur-rumped Flycatcher,SulphurrumpedFlycatcher,Myiobius,sulphureipygius,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15420,3624,Belted Flycatcher,NULL,Xenotriccus callizonus,BEFL,Belted Flycatcher,BeltedFlycatcher,Xenotriccus,callizonus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15430,3628,Pileated Flycatcher,NULL,Xenotriccus mexicanus,PILF,Pileated Flycatcher,PileatedFlycatcher,Xenotriccus,mexicanus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15440,3632,Tufted Flycatcher,NULL,Mitrephanes phaeocercus,TUFL,Tufted Flycatcher,TuftedFlycatcher,Mitrephanes,phaeocercus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15470,3652,Tropical Pewee,NULL,Contopus cinereus,TRPE,Tropical Pewee,TropicalPewee,Contopus,cinereus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15490,3660,Lesser Antil. Pewee,NULL,Contopus latirostris,LAPE,Lesser Antillean Pewee,LesserAntilleanPewee,Contopus,latirostris,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15500,3684,Wh-thrtd Flycatcher,NULL,Empidonax albigularis,WTFL,White-throated Flycatcher,WhitethroatedFlycatcher,Empidonax,albigularis,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15520,3708,Pine Flycatcher,NULL,Empidonax affinis,PINF,Pine Flycatcher,PineFlycatcher,Empidonax,affinis,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15530,3724,Yellowish Flycatcher,NULL,Empidonax flavescens,YEFL,Yellowish Flycatcher,YellowishFlycatcher,Empidonax,flavescens,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15580,3752,Bright-rumped Attila,NULL,Attila spadiceus,BRAT,Bright-rumped Attila,BrightrumpedAttila,Attila,spadiceus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15590,3880,Speckled Mourner,NULL,Laniocera rufescens,SPMO,Speckled Mourner,SpeckledMourner,Laniocera,rufescens,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15600,3756,Rufous Mourner,NULL,Rhytipterna holerythra,RMOU,Rufous Mourner,RufousMourner,Rhytipterna,holerythra,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15620,3760,Yucatan Flycatcher,NULL,Myiarchus yucatanensis,YUFL,Yucatan Flycatcher,YucatanFlycatcher,Myiarchus,yucatanensis,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15680,3788,PR Flycatcher,NULL,Myiarchus antillarum,PRFL,Puerto Rican Flycatcher,PuertoRicanFlycatcher,Myiarchus,antillarum,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15700,3792,Flammulated Flycatcher,NULL,Deltarhynchus flammulatus,FLFL,Flammulated Flycatcher,FlammulatedFlycatcher,Deltarhynchus,flammulatus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15720,3800,Boat-billed Flycatcher,NULL,Megarynchus pitangua,BOBF,Boat-billed Flycatcher,BoatbilledFlycatcher,Megarynchus,pitangua,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15780,3808,Streaked Flycatcher,NULL,Myiodynastes maculatus,STRF,Streaked Flycatcher,StreakedFlycatcher,Myiodynastes,maculatus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15790,3816,Piratic Flycatcher,NULL,Legatus leucophaius,PIFL,Piratic Flycatcher,PiraticFlycatcher,Legatus,leucophaius,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15800,3856,Giant Kingbird,NULL,Tyrannus cubensis,GIKI,Giant Kingbird,GiantKingbird,Tyrannus,cubensis,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15830,3884,Cinnamon Becard,NULL,Pachyramphus cinnamomeus,CIMB,Cinnamon Becard,CinnamonBecard,Pachyramphus,cinnamomeus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15840,3888,White-winged Becard,NULL,Pachyramphus polychopterus,WWBE,White-winged Becard,WhitewingedBecard,Pachyramphus,polychopterus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15860,3892,Gray-collared Becard,NULL,Pachyramphus major,GCBE,Gray-collared Becard,GraycollaredBecard,Pachyramphus,major,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15890,3900,Masked Tityra,NULL,Tityra semifasciata,MATI,Masked Tityra,MaskedTityra,Tityra,semifasciata,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15900,3904,Black-crowned Tityra,NULL,Tityra inquisitor,BCRT,Black-crowned Tityra,BlackcrownedTityra,Tityra,inquisitor,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15910,3876,Rufous Piha,NULL,Lipaugus unirufus,RUFP,Rufous Piha,RufousPiha,Lipaugus,unirufus,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
15920,3908,Lovely Cotinga,NULL,Cotinga amabilis,LOCO,Lovely Cotinga,LovelyCotinga,Cotinga,amabilis,45,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16010,3872,Thrush-like Schiffornis,NULL,Schiffornis turdina,TLSC,Thrush-like Schiffornis,ThrushlikeSchiffornis,Schiffornis,turdina,82,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16050,3912,White-collared Manakin,NULL,Manacus candei,WCOM,White-collared Manakin,WhitecollaredManakin,Manacus,candei,66,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16090,3916,Long-tailed Manakin,NULL,Chiroxiphia linearis,LOTM,Long-tailed Manakin,LongtailedManakin,Chiroxiphia,linearis,66,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16130,3920,Red-capped Manakin,NULL,Pipra mentalis,RCMA,Red-capped Manakin,RedcappedManakin,Pipra,mentalis,66,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16160,4220,Sinaloa Martin,NULL,Progne sinaloae,SIMA,Sinaloa Martin,SinaloaMartin,Progne,sinaloae,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
16170,4240,Mangrove Swallow,NULL,Tachycineta albilinea,MANS,Mangrove Swallow,MangroveSwallow,Tachycineta,albilinea,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
